DOEID,House,School,Income,Climate,UR,TOTSQFT,HDD65,CDD65,KWH,TOTALBTUSPH,TOTALBTUCOL,STOVEN,OVEN
385,Single-Family Detached,Bachlor's,82500,Mixed-Humid,U,3335,4945,1019,4210,62964,1471,1,0
386,Single-Family Detached,High School,62500,"Very Cold/
Cold",U,1231,6098,719,9581,81150,0,0,1
387,Single-Family Detached,Some k-12,47500,Hot-Humid,R,1656,292,4181,12483,0,14797,1,0
388,Single-Family Detached,Bachlor's,67500,"Hot-Dry/
Mixed-Dry",U,3008,875,1360,4247,17062,0,1,0
389,Mobile Home,Associate's,47500,Mixed-Humid,R,845,4175,1065,8504,8657,3591,0,0
390,Single-Family Attached,Some k-12,47500,"Very Cold/
Cold",U,1302,7065,626,5856,88708,1018,1,0
391,Single-Family Detached,High School,32500,"Very Cold/
Cold",U,3120,5507,732,7337,76696,3116,0,1
392,Single-Family Detached,Master's,42500,Mixed-Humid,R,2412,3020,1734,12302,8297,8009,1,0
393,Single-Family Detached,Master's,92500,"Very Cold/
Cold",U,1956,6274,544,8272,48823,2547,1,0
394,Single-Family Attached,Bachlor's,110000,"Very Cold/
Cold",U,1728,8660,227,15425,69303,521,1,0
396,Single-Family Detached,Bachlor's,130000,"Hot-Dry/
Mixed-Dry",U,3024,1188,1238,6121,20068,4699,0,1
399,Single-Family Detached,High School,62500,"Very Cold/
Cold",U,1175,6307,473,5273,49933,1594,1,0
403,Single-Family Detached,Some College,22500,"Very Cold/
Cold",U,1820,5835,752,8267,62003,5103,1,0
406,Single-Family Detached,High School,32500,Hot-Humid,U,2275,644,3666,4756,858,6578,1,0
408,Single-Family Detached,High School,42500,"Very Cold/
Cold",R,1430,5348,605,16083,15951,2473,1,0
409,Single-Family Detached,Bachlor's,42500,Mixed-Humid,U,5639,3665,1266,8147,36690,5478,1,0
410,Single-Family Detached,High School,47500,Mixed-Humid,U,1936,4699,1339,9623,69891,5229,1,0
411,Single-Family Detached,Some College,42500,Mixed-Humid,U,5906,5007,798,6981,66528,4655,2,0
413,Single-Family Detached,High School,22500,"Hot-Dry/
Mixed-Dry",U,1956,1877,3814,4485,2351,4551,1,0
415,Single-Family Detached,Bachlor's,37500,"Very Cold/
Cold",U,3062,5594,622,4298,68177,204,1,0
416,Single-Family Detached,High School,22500,"Hot-Dry/
Mixed-Dry",U,1833,1231,1247,6961,17959,1375,1,0
420,Single-Family Detached,Master's,110000,"Very Cold/
Cold",U,1912,6834,413,10490,198901,2464,1,0
422,Single-Family Detached,High School,27500,"Very Cold/
Cold",U,1275,6093,591,8034,50481,414,1,1
424,Single-Family Detached,Bachlor's,22500,"Very Cold/
Cold",U,1242,6823,534,3884,50941,203,1,0
427,Single-Family Detached,High School,22500,Mixed-Humid,R,1359,1797,2687,9897,27146,7519,1,0
428,Single-Family Detached,Some College,37500,"Very Cold/
Cold",U,2400,5529,629,6444,54220,686,1,0
429,Single-Family Detached,Associate's,52500,Mixed-Humid,U,1260,5253,973,8507,40795,2736,1,0
430,Single-Family Detached,High School,8750,Mixed-Humid,U,925,3731,1271,10894,52382,5162,1,0
431,Single-Family Detached,Associate's,87500,"Very Cold/
Cold",U,4218,8764,293,6285,45467,0,1,0
432,Single-Family Detached,Some k-12,17500,Hot-Humid,U,780,2646,1926,21242,13482,0,1,0
434,Single-Family Detached,Bachlor's,27500,"Hot-Dry/
Mixed-Dry",U,1681,2829,1248,6571,24439,638,1,0
435,Single-Family Detached,Some College,82500,"Very Cold/
Cold",U,1080,6107,684,25851,30350,3757,1,0
436,Single-Family Detached,Bachlor's,130000,"Very Cold/
Cold",U,3456,7426,290,8593,111415,0,1,0
437,Mobile Home,Associate's,22500,"Hot-Dry/
Mixed-Dry",R,1008,999,4306,16984,6869,18581,1,0
438,Single-Family Detached,Some College,52500,Hot-Humid,R,2200,1334,2999,9232,24869,10667,1,0
439,Single-Family Detached,Some College,67500,"Hot-Dry/
Mixed-Dry",U,2542,1309,3481,11494,15054,12291,1,0
440,Single-Family Detached,High School,32500,Mixed-Humid,U,1508,5291,608,5323,0,766,1,0
442,Single-Family Detached,Doctorate,130000,"Hot-Dry/
Mixed-Dry",U,4230,1050,1094,34447,7215,8456,0,2
443,Single-Family Detached,High School,22500,"Very Cold/
Cold",U,2316,5175,806,7738,52699,2829,1,0
447,Single-Family Detached,Some College,62500,Hot-Humid,U,2080,495,3888,14133,3067,16532,1,0
448,Single-Family Detached,High School,130000,"Very Cold/
Cold",U,3322,5840,705,5488,69112,4100,1,0
449,Single-Family Detached,Associate's,72500,"Very Cold/
Cold",R,3304,6159,737,25019,187473,3489,0,1
451,Single-Family Attached,High School,130000,"Very Cold/
Cold",U,1164,7047,396,3776,45291,251,1,0
452,Single-Family Attached,Some College,57500,"Hot-Dry/
Mixed-Dry",U,1748,2249,2409,7883,4726,6650,1,0
453,Single-Family Detached,Bachlor's,110000,"Hot-Dry/
Mixed-Dry",U,6336,1119,1215,7314,18043,2816,1,1
454,Single-Family Attached,Some College,57500,Hot-Humid,U,2288,1796,3030,8450,5050,12007,1,0
455,Single-Family Detached,Some College,52500,Mixed-Humid,R,2590,3965,1327,20078,20504,6188,1,0
457,Single-Family Attached,Bachlor's,3750,"Hot-Dry/
Mixed-Dry",U,2365,1106,665,2185,9932,0,1,0
458,Single-Family Detached,Some College,22500,"Very Cold/
Cold",U,1230,7783,439,3993,52643,589,1,0
459,Single-Family Detached,High School,42500,Hot-Humid,U,1692,591,3648,10822,2907,8746,1,0
460,Single-Family Detached,High School,77500,Hot-Humid,U,2935,12,2685,9199,0,3764,1,0
461,Single-Family Detached,Master's,57500,"Very Cold/
Cold",U,3100,6627,370,9210,84942,1813,1,0
462,Single-Family Detached,Master's,130000,Mixed-Humid,U,3264,4926,1089,11864,127595,3314,1,0
463,Single-Family Detached,Some k-12,97500,Mixed-Humid,U,2028,3392,1783,12926,7882,5941,1,0
464,Single-Family Detached,Master's,72500,"Very Cold/
Cold",U,1508,6963,402,7090,63100,1094,1,0
465,Single-Family Detached,Some College,32500,"Hot-Dry/
Mixed-Dry",U,916,2906,1312,6450,15974,2323,1,0
466,Single-Family Detached,Bachlor's,12500,Hot-Humid,R,3407,812,3194,13181,2898,19398,1,1
467,Single-Family Attached,Bachlor's,47500,"Hot-Dry/
Mixed-Dry",U,1840,1151,1183,8246,28351,0,1,0
470,Single-Family Detached,High School,37500,Hot-Humid,U,1368,133,4579,9708,0,9157,1,0
471,Single-Family Attached,Bachlor's,130000,Mixed-Humid,U,2057,4161,1663,4130,31764,3241,1,0
472,Single-Family Detached,Associate's,110000,"Hot-Dry/
Mixed-Dry",U,2701,1521,2078,10758,10008,5197,1,0
473,Single-Family Attached,Some College,77500,"Very Cold/
Cold",R,1482,6377,389,8937,94886,461,1,0
475,Single-Family Detached,Some College,1250,Mixed-Humid,R,4800,2975,1698,13666,48107,16855,1,0
477,Single-Family Detached,Master's,57500,Mixed-Humid,U,7638,3296,1675,10998,47618,12571,1,1
478,Single-Family Detached,Some k-12,12500,Mixed-Humid,U,1221,3191,1863,7822,57502,2276,1,0
480,Single-Family Detached,Bachlor's,110000,"Very Cold/
Cold",U,3449,6495,445,7847,72089,493,1,0
481,Mobile Home,Some k-12,22500,"Very Cold/
Cold",R,924,6673,370,8720,32922,0,1,0
484,Single-Family Attached,Some College,87500,"Very Cold/
Cold",U,1684,6345,410,8957,49538,1434,1,0
485,Single-Family Detached,Associate's,72500,Marine,U,4860,1615,457,6150,16393,0,0,2
491,Single-Family Detached,Some College,110000,"Very Cold/
Cold",U,2968,5984,581,11628,45184,699,2,0
492,Mobile Home,High School,22500,Mixed-Humid,U,840,4942,980,8544,25617,3742,1,0
493,Single-Family Detached,High School,130000,Hot-Humid,U,2656,1916,2315,19712,8713,19930,1,0
494,Single-Family Detached,Associate's,47500,"Very Cold/
Cold",R,3894,7648,466,9285,59273,417,1,0
495,Single-Family Detached,High School,62500,"Very Cold/
Cold",U,3224,5636,684,6705,111216,1659,1,0
496,Single-Family Detached,Associate's,47500,Mixed-Humid,U,1920,5215,811,12016,36029,4374,1,0
497,Mobile Home,Some College,37500,Mixed-Humid,R,1280,4137,1300,37083,23903,10233,1,0
499,Single-Family Detached,Bachlor's,57500,Mixed-Humid,U,4729,5412,927,14562,95240,9254,1,0
500,Single-Family Detached,High School,130000,Mixed-Humid,U,3360,4998,988,27600,29046,3620,1,0
501,Single-Family Detached,High School,22500,Mixed-Humid,U,4244,5417,918,16254,13395,5074,1,0
502,Single-Family Detached,Some College,52500,"Very Cold/
Cold",U,3320,7526,490,7265,47957,1475,1,0
503,Single-Family Attached,Some College,42500,"Very Cold/
Cold",U,2924,7507,388,2943,53936,412,1,0
504,Single-Family Detached,Some College,67500,"Very Cold/
Cold",U,1440,6492,401,3138,59155,189,1,0
506,Single-Family Detached,High School,22500,"Hot-Dry/
Mixed-Dry",U,1293,1593,1845,3671,3840,1173,1,0
507,Single-Family Detached,Some College,82500,"Very Cold/
Cold",U,1738,6321,536,9243,74423,1990,1,0
508,Single-Family Detached,High School,110000,"Hot-Dry/
Mixed-Dry",U,1326,886,1349,4798,2400,513,1,0
509,Single-Family Detached,Some College,67500,Mixed-Humid,R,1380,4334,1150,21322,18574,4261,0,1
510,Single-Family Detached,High School,22500,"Very Cold/
Cold",U,4306,8563,322,20967,14877,1081,2,0
513,Single-Family Detached,High School,17500,Mixed-Humid,U,2550,4726,1036,7366,62619,3729,2,0
514,Single-Family Detached,Bachlor's,67500,Mixed-Humid,U,1792,3135,1671,18609,37737,12545,1,0
515,Single-Family Attached,Some k-12,12500,Hot-Humid,U,432,1574,2737,3552,13508,6692,1,0
516,Single-Family Attached,Some College,22500,"Very Cold/
Cold",U,1151,5209,809,12810,11716,2891,1,0
517,Single-Family Detached,High School,22500,"Very Cold/
Cold",R,2400,7482,268,10487,98910,1073,1,0
521,Single-Family Detached,High School,22500,Mixed-Humid,U,2436,4267,1196,11650,12271,2944,1,0
522,Single-Family Detached,Associate's,57500,"Very Cold/
Cold",U,5100,5980,733,16675,56843,10109,1,0
523,Single-Family Detached,Associate's,72500,Mixed-Humid,R,3325,3467,1584,12748,12491,6344,1,0
524,Single-Family Detached,Master's,130000,Mixed-Humid,U,4735,5462,805,1891,56394,740,1,0
528,Single-Family Detached,High School,3750,Mixed-Humid,R,443,1844,2629,5193,23513,2640,1,0
529,Single-Family Detached,Associate's,130000,"Very Cold/
Cold",U,2700,6027,626,8493,72014,0,1,0
530,Single-Family Detached,Some College,67500,"Very Cold/
Cold",U,3189,7237,288,5988,84002,1752,1,0
532,Single-Family Detached,Bachlor's,47500,"Very Cold/
Cold",U,1290,5922,1093,4428,42047,2531,1,0
533,Single-Family Detached,Some College,130000,"Hot-Dry/
Mixed-Dry",U,3020,2241,1554,9240,36071,10740,1,0
534,Single-Family Detached,High School,27500,"Very Cold/
Cold",U,2176,7566,482,8298,58318,1867,1,0
536,Single-Family Detached,High School,110000,Mixed-Humid,U,891,4046,1469,16909,11757,4871,1,0
537,Single-Family Attached,Bachlor's,42500,Hot-Humid,U,1382,2540,2006,23220,14371,14572,1,0
540,Single-Family Detached,Bachlor's,62500,Mixed-Humid,R,1681,3558,1529,18263,8866,6945,1,0
542,Single-Family Detached,Associate's,92500,Marine,U,2581,4797,363,13725,95173,0,0,1
543,Single-Family Detached,Doctorate,97500,Mixed-Humid,U,5392,4735,1137,13897,90797,11923,1,0
544,Single-Family Detached,Some College,42500,Mixed-Humid,U,2126,3569,1536,10617,6805,6388,1,0
545,Single-Family Detached,High School,97500,"Very Cold/
Cold",U,1184,10340,0,11563,101775,0,1,0
547,Single-Family Detached,High School,27500,Mixed-Humid,U,3720,5142,832,4976,36912,3784,1,0
549,Single-Family Detached,Some k-12,52500,Mixed-Humid,R,1176,4123,1142,20770,14679,6179,1,0
550,Single-Family Detached,Some k-12,27500,Mixed-Humid,R,1724,4832,1151,4059,22520,788,1,0
551,Single-Family Detached,Some College,12500,"Very Cold/
Cold",U,6581,6374,638,10627,83204,1957,1,0
553,Single-Family Attached,High School,77500,Mixed-Humid,U,2812,5380,1010,7889,44292,6115,1,0
554,Single-Family Detached,High School,32500,Mixed-Humid,R,660,3044,1740,14232,15972,2160,1,0
555,Single-Family Detached,Some k-12,27500,"Very Cold/
Cold",R,4002,5844,541,2777,172564,0,1,0
556,Single-Family Detached,Associate's,87500,"Very Cold/
Cold",R,3934,7344,440,33223,23589,3949,1,0
557,Single-Family Detached,Bachlor's,92500,Mixed-Humid,R,2496,3242,1614,10053,45340,6946,1,0
558,Single-Family Detached,Bachlor's,32500,"Hot-Dry/
Mixed-Dry",U,2112,3551,1653,11123,39367,11652,1,0
560,Single-Family Detached,Bachlor's,57500,"Very Cold/
Cold",R,2808,6604,377,3769,111012,0,1,0
563,Single-Family Detached,Some College,22500,"Very Cold/
Cold",R,1459,8017,520,14608,49713,0,1,0
564,Single-Family Detached,Some k-12,17500,"Hot-Dry/
Mixed-Dry",U,1820,2617,2177,4478,25373,4949,1,0
565,Single-Family Attached,Bachlor's,57500,"Very Cold/
Cold",U,4444,6495,445,17093,14229,1703,1,0
568,Single-Family Detached,High School,52500,Mixed-Humid,R,3634,5508,839,24115,20144,10870,1,0
569,Single-Family Detached,High School,27500,"Very Cold/
Cold",U,1860,6930,511,18216,40005,4646,1,0
570,Single-Family Detached,Master's,110000,"Hot-Dry/
Mixed-Dry",U,2769,1099,1373,8215,0,0,1,0
571,Single-Family Detached,High School,37500,Mixed-Humid,U,4328,4746,911,8964,118843,1369,1,0
572,Single-Family Detached,Bachlor's,130000,"Very Cold/
Cold",U,3225,6376,575,7059,84960,1102,1,0
573,Single-Family Detached,Master's,82500,Mixed-Humid,R,3447,5375,803,17901,15379,6988,0,1
575,Single-Family Detached,Bachlor's,47500,"Very Cold/
Cold",U,3492,6432,446,17167,14671,710,0,1
576,Single-Family Detached,Associate's,47500,"Very Cold/
Cold",U,2262,5562,620,5270,45543,452,1,0
577,Single-Family Detached,Some College,52500,Hot-Humid,U,952,2088,2780,11721,6970,8408,1,0
578,Single-Family Detached,Associate's,110000,Hot-Humid,U,1410,510,3849,14263,2658,19349,1,0
579,Single-Family Detached,Some College,57500,"Very Cold/
Cold",U,3056,8680,307,9189,46479,670,1,0
580,Single-Family Detached,Some College,62500,Mixed-Humid,R,2320,3769,1758,17003,40093,13464,1,0
581,Single-Family Detached,Bachlor's,27500,"Very Cold/
Cold",U,3046,5206,830,15323,103928,3476,1,0
582,Single-Family Detached,Master's,130000,"Very Cold/
Cold",U,4116,7204,364,9792,123492,172,1,0
583,Single-Family Detached,Bachlor's,130000,"Hot-Dry/
Mixed-Dry",R,1848,1036,4428,13152,8253,16602,1,0
584,Single-Family Detached,Bachlor's,97500,Marine,U,1728,5065,134,5836,36285,0,1,0
585,Mobile Home,Bachlor's,130000,"Hot-Dry/
Mixed-Dry",U,1272,1665,2082,3686,3067,1539,1,0
586,Single-Family Detached,Bachlor's,52500,Mixed-Humid,R,3800,4934,983,16143,12800,7266,1,0
587,Single-Family Detached,Some College,72500,"Very Cold/
Cold",U,2812,6764,562,11666,79378,4377,1,0
589,Single-Family Detached,No schooling,47500,"Very Cold/
Cold",U,1517,5698,707,4737,69043,0,1,0
590,Single-Family Detached,Bachlor's,130000,"Very Cold/
Cold",U,3285,8684,419,11452,108312,2300,1,0
591,Single-Family Detached,Bachlor's,47500,Hot-Humid,U,2200,1015,2637,12851,4797,8707,1,0
592,Single-Family Detached,High School,130000,Mixed-Humid,R,2635,3518,1649,23757,11486,11634,1,0
593,Single-Family Detached,Associate's,27500,Mixed-Humid,U,1260,3053,1592,13569,14110,3635,2,0
594,Single-Family Detached,Associate's,97500,"Very Cold/
Cold",U,1200,7648,641,10042,62481,722,1,0
595,Single-Family Detached,High School,110000,"Very Cold/
Cold",U,1800,9981,50,10606,83638,18,1,0
596,Single-Family Detached,High School,17500,Mixed-Humid,U,2290,4309,1487,14779,82980,11767,1,0
598,Single-Family Detached,High School,37500,"Very Cold/
Cold",U,1680,6107,727,4769,89075,4075,1,0
599,Single-Family Detached,Some College,27500,"Very Cold/
Cold",R,4920,7568,482,25800,25648,1634,1,0
600,Single-Family Detached,Master's,92500,"Very Cold/
Cold",U,3502,5482,672,11802,73632,2687,1,0
601,Single-Family Detached,High School,22500,"Very Cold/
Cold",U,2244,7104,608,7450,70148,1139,1,0
606,Single-Family Detached,High School,62500,Mixed-Humid,R,1863,3687,1416,19218,30195,11169,1,0
608,Single-Family Detached,Some College,17500,Hot-Humid,U,1716,2226,2577,15969,8159,13321,1,0
609,Single-Family Attached,High School,37500,"Very Cold/
Cold",U,1843,5508,698,6595,49228,1416,1,0
611,Single-Family Detached,High School,47500,"Hot-Dry/
Mixed-Dry",U,1600,2533,1828,7863,41053,3198,0,1
613,Single-Family Detached,Some College,37500,"Very Cold/
Cold",U,1864,6042,743,4028,112492,1287,1,1
614,Single-Family Detached,Professional,130000,"Very Cold/
Cold",U,9328,5514,633,2742,137704,269,1,0
615,Single-Family Detached,Some College,87500,"Very Cold/
Cold",U,2980,6038,466,873,34155,232,1,0
616,Single-Family Detached,Some College,52500,"Very Cold/
Cold",U,3643,5217,928,4243,40223,1195,1,0
617,Single-Family Detached,High School,47500,"Very Cold/
Cold",U,2016,7285,339,11341,66221,813,1,0
618,Single-Family Detached,Bachlor's,77500,"Very Cold/
Cold",U,3238,6582,530,8526,62970,819,1,0
619,Single-Family Detached,High School,32500,Hot-Humid,U,1213,605,4472,6781,4213,5815,1,0
621,Single-Family Detached,Bachlor's,130000,Marine,U,2753,4686,318,8909,69549,0,0,2
626,Single-Family Detached,Master's,62500,"Very Cold/
Cold",U,2744,5521,712,8520,56744,3510,1,0
628,Single-Family Attached,Associate's,130000,Mixed-Humid,U,4092,4221,1225,5985,95969,2381,2,0
629,Single-Family Detached,Bachlor's,130000,Mixed-Humid,U,4000,5054,725,5994,63791,821,1,0
631,Single-Family Detached,Bachlor's,130000,"Very Cold/
Cold",R,2431,6498,667,13273,59185,1753,1,0
633,Single-Family Detached,High School,22500,"Very Cold/
Cold",R,2034,9133,400,16979,32902,0,1,0
634,Single-Family Attached,Professional,130000,"Very Cold/
Cold",U,1411,5405,698,9002,55923,1811,1,0
635,Single-Family Detached,High School,32500,Mixed-Humid,R,1568,4547,1201,20893,15791,6403,1,0
636,Single-Family Detached,Some College,37500,"Hot-Dry/
Mixed-Dry",U,1930,1196,811,4050,36134,840,0,1
638,Mobile Home,Some College,17500,"Hot-Dry/
Mixed-Dry",U,627,1326,1959,4518,18753,0,1,0
639,Single-Family Detached,High School,72500,"Very Cold/
Cold",U,3150,6693,404,7273,59888,166,1,0
641,Single-Family Detached,Bachlor's,12500,Mixed-Humid,R,1075,3208,1879,22424,40544,9129,1,0
642,Single-Family Detached,Associate's,22500,"Very Cold/
Cold",R,2016,8418,376,15944,72910,1899,1,0
644,Single-Family Detached,Associate's,37500,Mixed-Humid,R,2702,3003,1809,14869,11063,11881,1,0
646,Single-Family Detached,Some College,67500,"Very Cold/
Cold",U,2183,6878,342,10352,65951,1105,1,0
647,Single-Family Detached,Some College,32500,Marine,U,1414,2875,970,8319,26733,1313,1,0
648,Single-Family Detached,Some College,22500,Marine,U,1296,5069,340,9305,7456,359,1,0
649,Single-Family Detached,Bachlor's,67500,"Very Cold/
Cold",U,2832,5403,734,8807,7363,2878,1,0
650,Single-Family Detached,High School,42500,"Very Cold/
Cold",R,3360,8359,276,9752,52681,1253,1,0
652,Single-Family Attached,Master's,110000,"Very Cold/
Cold",U,3235,7080,423,4182,76079,1280,1,0
653,Single-Family Detached,High School,110000,"Very Cold/
Cold",U,2401,5590,832,11986,58455,3215,1,0
654,Single-Family Detached,Some k-12,27500,"Hot-Dry/
Mixed-Dry",U,1260,1131,1582,2087,6702,0,1,0
655,Single-Family Detached,High School,12500,"Very Cold/
Cold",U,2016,5706,578,5781,142446,0,1,0
656,Single-Family Attached,High School,32500,Hot-Humid,U,1872,2358,2510,19243,9755,18081,1,0
657,Single-Family Detached,Some College,72500,Mixed-Humid,U,2530,5050,1115,13438,11676,1930,1,0
659,Single-Family Detached,High School,72500,"Hot-Dry/
Mixed-Dry",U,1890,1148,2030,7748,13907,3534,1,0
660,Single-Family Detached,Some College,130000,Mixed-Humid,R,2034,4737,1218,7776,19016,2351,1,0
661,Mobile Home,High School,32500,"Very Cold/
Cold",R,1064,5483,737,8779,45782,1643,1,0
662,Single-Family Detached,High School,57500,"Very Cold/
Cold",U,3132,6788,519,10809,44490,4624,1,0
665,Single-Family Detached,Master's,32500,"Very Cold/
Cold",R,2382,5506,707,9837,48652,2000,1,0
666,Single-Family Detached,Some College,82500,"Very Cold/
Cold",U,4551,5322,741,15074,52781,6767,1,0
667,Single-Family Detached,High School,110000,"Very Cold/
Cold",U,4859,5654,634,10037,54827,1839,1,0
668,Single-Family Detached,Some k-12,12500,Marine,U,1516,1606,465,3499,0,0,1,0
670,Single-Family Detached,Bachlor's,27500,"Very Cold/
Cold",U,3717,8316,486,6885,25730,2346,1,0
671,Single-Family Detached,Bachlor's,110000,Mixed-Humid,U,2460,4813,883,10761,37409,4496,1,0
672,Single-Family Detached,Professional,130000,"Very Cold/
Cold",R,3332,6530,407,13667,107215,804,1,0
674,Single-Family Detached,High School,47500,Hot-Humid,R,980,1987,2533,28935,10969,12018,1,0
676,Single-Family Detached,Some k-12,3750,"Very Cold/
Cold",U,800,5830,589,12501,20060,540,1,0
678,Single-Family Detached,High School,22500,"Hot-Dry/
Mixed-Dry",U,1610,760,1492,7904,13884,0,1,0
680,Single-Family Detached,Bachlor's,110000,Hot-Humid,U,2745,2453,2487,13502,43827,19379,1,0
682,Single-Family Detached,High School,37500,"Very Cold/
Cold",U,1488,5793,686,3115,93216,0,1,0
684,Single-Family Detached,High School,17500,Mixed-Humid,U,3502,5186,1064,7407,49213,6538,1,0
685,Single-Family Detached,Some k-12,42500,Mixed-Humid,R,3440,6172,723,17002,30427,1277,0,1
686,Single-Family Detached,Some College,27500,Hot-Humid,U,1056,486,3824,11575,3802,13454,1,0
687,Single-Family Detached,Bachlor's,110000,"Hot-Dry/
Mixed-Dry",U,2618,1303,1175,3943,7757,0,1,0
